	Energy (keV)	Breast Thickness (cm)	Compression-Distance(cm)	Kerma(mGy/hist)	Error(mGy/Hist)
399	9.75	2.0	0	4.061983894602827e-12	3.456717951732236e-15
400	9.75	3.0	0	4.218180923067235e-12	5.015835668217315e-15
401	9.75	4.0	0	4.383345334859423e-12	1.835568132132515e-15
402	9.75	5.0	0	4.559867462133575e-12	8.911193908754866e-15
403	9.75	6.0	0	4.745644024244887e-12	4.131812701674082e-15
404	9.75	7.0	0	4.94230341017057e-12	3.591869333738742e-15
405	9.75	8.0	0	5.153086524048848e-12	5.080878390419214e-15
406	9.75	9.0	0	5.370416264286346e-12	4.940354873544302e-15
407	9.75	10.0	0	5.600877618964736e-12	5.950799431643798e-15
408	9.75	11.0	0	5.847490581613638e-12	2.270113995174415e-15
409	10.25	2.0	0	4.325294789062692e-12	4.380658808243865e-15
410	10.25	3.0	0	4.491091507866332e-12	5.572340914624512e-15
411	10.25	4.0	0	4.6639097446968e-12	7.685683322104071e-15
412	10.25	5.0	0	4.847780126047628e-12	5.730657523616399e-15
413	10.25	6.0	0	5.038056915048023e-12	3.441603708187735e-15
414	10.25	7.0	0	5.246641505384367e-12	6.215696689726391e-15
415	10.25	8.0	0	5.463397142603093e-12	7.210252144237021e-15
416	10.25	9.0	0	5.688514312498445e-12	4.514977681452351e-15
417	10.25	10.0	0	5.92885711775339e-12	8.012434405799537e-15
418	10.25	11.0	0	6.185840973644625e-12	2.034446515805608e-15
419	10.75	2.0	0	4.492743707567825e-12	8.299236535438994e-15
420	10.75	3.0	0	4.661618623893772e-12	9.243795755706492e-15
421	10.75	4.0	0	4.839308799475704e-12	7.901008963204974e-15
422	10.75	5.0	0	5.026439927234995e-12	6.976568968240474e-15
423	10.75	6.0	0	5.221736810604608e-12	1.249386501394402e-15
424	10.75	7.0	0	5.434758132565286e-12	6.76722806191124e-15
425	10.75	8.0	0	5.65012613368564e-12	8.421050205849931e-15
426	10.75	9.0	0	5.878854596763588e-12	7.604520165433447e-15
427	10.75	10.0	0	6.1243828486397e-12	3.376478409181979e-15
428	10.75	11.0	0	6.389515263507051e-12	4.064389297510593e-15
429	11.25	2.0	0	4.578642218229032e-12	9.599900112749692e-15
430	11.25	3.0	0	4.74894445519382e-12	2.540274911755263e-15
431	11.25	4.0	0	4.921233564818043e-12	8.194023409468422e-15
432	11.25	5.0	0	5.1053605728639e-12	3.080176376061207e-15
433	11.25	6.0	0	5.305293933378197e-12	6.325818469650239e-15
434	11.25	7.0	0	5.52095295446199e-12	5.094000253500684e-15
435	11.25	8.0	0	5.73530238571033e-12	1.330468238412489e-15
436	11.25	9.0	0	5.968382920059615e-12	5.273494389229334e-15
437	11.25	10.0	0	6.216596492507398e-12	7.665514493090651e-15
438	11.25	11.0	0	6.469969055216037e-12	4.946018742039658e-15
439	11.75	2.0	0	4.592976274246108e-12	4.646784109243394e-15
440	11.75	3.0	0	4.761359102270253e-12	5.000825053992702e-15
441	11.75	4.0	0	4.93920404756001e-12	1.188472789516253e-15
442	11.75	5.0	0	5.121323017858184e-12	7.62592107271822e-15
443	11.75	6.0	0	5.313931935020088e-12	4.995210250356538e-15
444	11.75	7.0	0	5.521521766208695e-12	2.796709677950609e-15
445	11.75	8.0	0	5.73657229100531e-12	2.847922019673392e-15
446	11.75	9.0	0	5.969943845318025e-12	6.870287705465868e-15
447	11.75	10.0	0	6.20902997345815e-12	7.894035885946898e-15
448	11.75	11.0	0	6.464598414072684e-12	3.128681340190374e-15
449	12.25	2.0	0	4.556089493881015e-12	5.616218581175189e-15
450	12.25	3.0	0	4.713660930263632e-12	3.05815689922663e-15
451	12.25	4.0	0	4.893061509539743e-12	5.198178636737414e-15
452	12.25	5.0	0	5.072767659777452e-12	4.077765140014697e-15
453	12.25	6.0	0	5.265719186805397e-12	5.195092196970927e-15
454	12.25	7.0	0	5.465156490563847e-12	6.837608660578542e-15
455	12.25	8.0	0	5.677614292049875e-12	6.420488622260802e-15
456	12.25	9.0	0	5.901779032973994e-12	7.670458862992231e-15
457	12.25	10.0	0	6.13942328947711e-12	5.084097497736545e-15
458	12.25	11.0	0	6.388893539039715e-12	5.471970139644714e-15
459	12.75	2.0	0	4.48525920323554e-12	6.728225559538504e-15
460	12.75	3.0	0	4.64109510238169e-12	5.064664867535296e-15
461	12.75	4.0	0	4.81144231515901e-12	7.089964143712176e-15
462	12.75	5.0	0	4.985715651806635e-12	8.126778817369802e-15
463	12.75	6.0	0	5.172453902615293e-12	4.480872333440204e-15
464	12.75	7.0	0	5.365654119430173e-12	6.11325143261248e-15
465	12.75	8.0	0	5.570796737289915e-12	4.427918018880498e-15
466	12.75	9.0	0	5.78964374979131e-12	4.4698723452078e-15
467	12.75	10.0	0	6.02034321171251e-12	5.550268641904704e-15
468	12.75	11.0	0	6.26519682640066e-12	6.296298789722343e-15
469	13.25	2.0	0	4.371256101014823e-12	3.69061674693641e-15
470	13.25	3.0	0	4.529459844408905e-12	2.954114159650939e-15
471	13.25	4.0	0	4.692583148003013e-12	3.720960813170117e-15
472	13.25	5.0	0	4.865322015752542e-12	4.674855087293767e-15
473	13.25	6.0	0	5.043845566684303e-12	5.691927342678531e-15
474	13.25	7.0	0	5.224710505503679e-12	5.490567011596866e-15
475	13.25	8.0	0	5.429824021367083e-12	5.086322711702013e-15
476	13.25	9.0	0	5.638247227905525e-12	4.750273690957516e-15
477	13.25	10.0	0	5.86758418727065e-12	3.181040417365419e-15
478	13.25	11.0	0	6.098071998309351e-12	8.675898042877885e-15
479	13.75	2.0	0	4.24813745984859e-12	5.435971985728075e-15
480	13.75	3.0	0	4.397409536001315e-12	1.159365122468353e-14
481	13.75	4.0	0	4.552532436237055e-12	2.601858508137669e-15
482	13.75	5.0	0	4.718076496799718e-12	8.379252936037582e-15
483	13.75	6.0	0	4.887659120764018e-12	4.108151716544493e-15
484	13.75	7.0	0	5.066660208999413e-12	4.981405034219364e-15
485	13.75	8.0	0	5.26799575661025e-12	1.22359527146104e-14
486	13.75	9.0	0	5.47306694229715e-12	5.268891151765872e-15
487	13.75	10.0	0	5.676728003979422e-12	7.470053788270768e-15
488	13.75	11.0	0	5.91168693991086e-12	9.273510950721682e-15
489	14.25	2.0	0	4.108746834272415e-12	1.072969605856181e-14
490	14.25	3.0	0	4.255778056706713e-12	5.752983658583226e-15
491	14.25	4.0	0	4.404372850035447e-12	2.928085292143829e-15
492	14.25	5.0	0	4.56408725160335e-12	4.892732203978834e-15
493	14.25	6.0	0	4.73511703847672e-12	3.200314268656518e-15
494	14.25	7.0	0	4.901641307188944e-12	3.840891346797297e-15
495	14.25	8.0	0	5.08612944455306e-12	3.14001816369944e-15
496	14.25	9.0	0	5.27733088334636e-12	1.013488559729011e-14
497	14.25	10.0	0	5.493583849719157e-12	2.313885634888999e-15
498	14.25	11.0	0	5.702787518886805e-12	7.455797887777881e-15
499	14.75	2.0	0	3.961387552970247e-12	7.509688399518003e-15
500	14.75	3.0	0	4.09834419339771e-12	2.436135216196361e-15
501	14.75	4.0	0	4.243524793428181e-12	6.595654108369652e-15
502	14.75	5.0	0	4.397864585398684e-12	7.918817783227887e-15
503	14.75	6.0	0	4.55122549203764e-12	4.865455095203708e-15
504	14.75	7.0	0	4.717686265485115e-12	6.788890217370071e-15
505	14.75	8.0	0	4.90303555737739e-12	3.006547781777968e-15
506	14.75	9.0	0	5.08605404392617e-12	5.561683852596546e-15
507	14.75	10.0	0	5.281259652852703e-12	6.287542952939773e-15
508	14.75	11.0	0	5.489774133834219e-12	6.42847819228873e-15
509	15.25	2.0	0	3.80933623616674e-12	5.884916496042564e-15
510	15.25	3.0	0	3.940705293296293e-12	4.869469979090378e-15
511	15.25	4.0	0	4.081261321544211e-12	3.618452561495044e-15
512	15.25	5.0	0	4.22931111385052e-12	5.877912640711892e-15
513	15.25	6.0	0	4.376010308962903e-12	5.056288521106459e-15
514	15.25	7.0	0	4.537764495910863e-12	3.514045745969919e-15
515	15.25	8.0	0	4.709662051402468e-12	6.460673342466089e-15
516	15.25	9.0	0	4.882379754063742e-12	3.592043411252349e-15
517	15.25	10.0	0	5.075669922503688e-12	3.628697581211736e-15
518	15.25	11.0	0	5.27603849014512e-12	4.1377228772665e-15
519	15.75	2.0	0	3.656978025583612e-12	4.424233360088036e-15
520	15.75	3.0	0	3.785223909378325e-12	7.262917427262453e-16
521	15.75	4.0	0	3.914153690087107e-12	3.82472083608476e-15
522	15.75	5.0	0	4.056839455340145e-12	9.08749442951901e-15
523	15.75	6.0	0	4.197802911536873e-12	5.666377399361606e-15
524	15.75	7.0	0	4.349817189435942e-12	5.945256901241755e-15
525	15.75	8.0	0	4.516726398190707e-12	3.221324157368694e-15
526	15.75	9.0	0	4.679524288552977e-12	3.512221085780058e-15
527	15.75	10.0	0	4.862647277724992e-12	6.673160507452743e-15
528	15.75	11.0	0	5.0505257976631e-12	7.819691429035295e-15
529	16.25	2.0	0	3.50805252775097e-12	2.300231051167788e-15
530	16.25	3.0	0	3.630437004918548e-12	1.542076768334335e-15
531	16.25	4.0	0	3.755660249547607e-12	2.640024859924067e-15
532	16.25	5.0	0	3.887303130006395e-12	2.736811692713265e-15
533	16.25	6.0	0	4.028324790195805e-12	2.438547470691816e-15
534	16.25	7.0	0	4.173387659422885e-12	5.225036721621853e-15
535	16.25	8.0	0	4.330146885543925e-12	3.141799446150128e-15
536	16.25	9.0	0	4.489541165152048e-12	6.731150427872045e-15
537	16.25	10.0	0	4.666413839200334e-12	2.036575607152899e-15
538	16.25	11.0	0	4.838697657552497e-12	6.701538113114076e-15
539	16.75	2.0	0	3.362920871987082e-12	2.517945088900152e-15
540	16.75	3.0	0	3.475151398066888e-12	3.918320641072522e-15
541	16.75	4.0	0	3.59379759152237e-12	4.743554823620512e-15
542	16.75	5.0	0	3.723120249181788e-12	4.51073702029743e-15
543	16.75	6.0	0	3.855526395635572e-12	7.950851135632082e-15
544	16.75	7.0	0	3.995062531193462e-12	5.342938438355655e-15
545	16.75	8.0	0	4.144787011107527e-12	4.827267019202956e-15
546	16.75	9.0	0	4.29696664125855e-12	4.161870269864102e-15
547	16.75	10.0	0	4.458755221474913e-12	3.902083551876507e-15
548	16.75	11.0	0	4.63225603240143e-12	4.732518337242183e-15
549	17.25	2.0	0	3.222180972034995e-12	2.2613384716379e-15
550	17.25	3.0	0	3.328497178767038e-12	7.812897667804137e-15
551	17.25	4.0	0	3.443771509100748e-12	3.359500818190978e-15
552	17.25	5.0	0	3.56304339547761e-12	4.663708055384763e-15
553	17.25	6.0	0	3.691463891250388e-12	4.947658164872221e-15
554	17.25	7.0	0	3.828544876571315e-12	6.08276391256709e-15
555	17.25	8.0	0	3.964443262586292e-12	5.428248588831517e-15
556	17.25	9.0	0	4.111287967680391e-12	3.740415091445344e-15
557	17.25	10.0	0	4.267359328433318e-12	8.782170109313798e-16
558	17.25	11.0	0	4.432485378503051e-12	4.304499960019506e-15
559	17.75	2.0	0	3.082462287590953e-12	1.139881323340111e-15
560	17.75	3.0	0	3.185671194804347e-12	3.702712318376198e-15
561	17.75	4.0	0	3.300244431589785e-12	4.400509296654672e-15
562	17.75	5.0	0	3.409253895801602e-12	3.216717723297859e-15
563	17.75	6.0	0	3.529290370991483e-12	2.749511744978887e-15
564	17.75	7.0	0	3.659001937147485e-12	3.435119741252681e-15
565	17.75	8.0	0	3.799362188329093e-12	4.861469530431218e-15
566	17.75	9.0	0	3.936859861324935e-12	3.811143770871321e-15
567	17.75	10.0	0	4.079531075579805e-12	3.115525972817958e-15
568	17.75	11.0	0	4.238299662266544e-12	8.279025965511786e-15
569	18.25	2.0	0	2.94877962175211e-12	1.854852509551108e-15
570	18.25	3.0	0	3.049399774108968e-12	4.716821076992984e-15
571	18.25	4.0	0	3.149939234566872e-12	5.587250078133633e-15
572	18.25	5.0	0	3.263529617566718e-12	1.574862487191989e-15
573	18.25	6.0	0	3.376700667255618e-12	3.647388054144794e-15
574	18.25	7.0	0	3.499560036090798e-12	4.780110112880381e-15
575	18.25	8.0	0	3.62507826913734e-12	4.715198130132001e-15
576	18.25	9.0	0	3.75991707792182e-12	3.723192347804894e-15
577	18.25	10.0	0	3.905452193180472e-12	6.096276252006251e-15
578	18.25	11.0	0	4.05564759630809e-12	3.847421599259448e-15
579	18.75	2.0	0	2.821867138517126e-12	5.260569450045396e-15
580	18.75	3.0	0	2.914849339651887e-12	8.817208463465966e-15
581	18.75	4.0	0	3.017380964041293e-12	8.140129095238743e-15
582	18.75	5.0	0	3.12585336413877e-12	5.440713458286123e-15
583	18.75	6.0	0	3.232520117644947e-12	4.579777589609755e-15
584	18.75	7.0	0	3.34603642283592e-12	6.293435224476559e-15
585	18.75	8.0	0	3.468348145012641e-12	3.005654842452896e-15
586	18.75	9.0	0	3.599944726840878e-12	4.71968689451023e-15
587	18.75	10.0	0	3.73111006999603e-12	3.831522534926137e-15
588	18.75	11.0	0	3.876082987598045e-12	1.32063179553813e-15
589	19.25	2.0	0	2.702497363607102e-12	5.166737514139129e-15
590	19.25	3.0	0	2.79163148713448e-12	2.367978250284674e-15
591	19.25	4.0	0	2.882696924964632e-12	3.286379431030936e-15
592	19.25	5.0	0	2.982094793475077e-12	2.509589966135476e-15
593	19.25	6.0	0	3.0910711872365e-12	2.84679288390697e-15
594	19.25	7.0	0	3.202973654448437e-12	7.486480583125599e-15
595	19.25	8.0	0	3.31964355778861e-12	3.331064843927093e-15
596	19.25	9.0	0	3.440994914085998e-12	3.39655260501093e-15
597	19.25	10.0	0	3.5700450712342e-12	2.855295460249805e-15
598	19.25	11.0	0	3.707812599105227e-12	2.764645769301319e-15
599	19.75	2.0	0	2.586564269901625e-12	2.255551217496233e-15
600	19.75	3.0	0	2.670358177100013e-12	2.55525666832121e-15
601	19.75	4.0	0	2.763197513889087e-12	2.683734024643024e-15
602	19.75	5.0	0	2.861108534949987e-12	6.611030838886699e-15
603	19.75	6.0	0	2.956392439431902e-12	3.570227418369096e-15
604	19.75	7.0	0	3.062366036297912e-12	5.706129315663035e-15
605	19.75	8.0	0	3.173555504599435e-12	4.750494460883167e-15
606	19.75	9.0	0	3.292607803185708e-12	7.715661122531875e-15
607	19.75	10.0	0	3.41711804890436e-12	9.457895221795653e-15
608	19.75	11.0	0	3.547207941012828e-12	4.552524917732698e-15
609	20.25	2.0	0	2.475971392525135e-12	4.507432979313292e-15
610	20.25	3.0	0	2.558628999048115e-12	4.417394642470937e-15
611	20.25	4.0	0	2.64789540437705e-12	7.083605702358864e-15
612	20.25	5.0	0	2.735778142061665e-12	5.60405582693433e-15
613	20.25	6.0	0	2.833134902374033e-12	2.227906213571027e-15
614	20.25	7.0	0	2.93276690967323e-12	4.87770532269326e-15
615	20.25	8.0	0	3.041335875485848e-12	2.270017383773982e-15
616	20.25	9.0	0	3.14995775401909e-12	3.528348866875911e-15
617	20.25	10.0	0	3.26947436172884e-12	2.096013946404795e-15
618	20.25	11.0	0	3.399889667069143e-12	4.337441269133646e-15
619	20.75	2.0	0	2.372529669340995e-12	2.593358545361117e-15
620	20.75	3.0	0	2.456180712193698e-12	3.995209125053729e-15
621	20.75	4.0	0	2.531925271767135e-12	3.85086691334983e-15
622	20.75	5.0	0	2.620503811727957e-12	2.284601818033243e-15
623	20.75	6.0	0	2.71401514006896e-12	3.518402833830173e-15
624	20.75	7.0	0	2.807924636632667e-12	4.058218253952426e-15
625	20.75	8.0	0	2.912788389183578e-12	3.805837012401852e-15
626	20.75	9.0	0	3.023824410595295e-12	3.002935584146853e-15
627	20.75	10.0	0	3.135201719055038e-12	3.371752495907231e-15
628	20.75	11.0	0	3.25388098296091e-12	8.26307482720311e-15
629	21.25	2.0	0	2.272049735693793e-12	5.911214353292687e-15
630	21.25	3.0	0	2.354684854310505e-12	4.709529388622596e-16
631	21.25	4.0	0	2.43037120989126e-12	3.025198135713156e-15
632	21.25	5.0	0	2.51346931481344e-12	5.086582103691567e-15
633	21.25	6.0	0	2.603993720075215e-12	3.469700298477979e-15
634	21.25	7.0	0	2.693244251587962e-12	4.308699659224207e-15
635	21.25	8.0	0	2.79045417910059e-12	6.587935284974025e-15
636	21.25	9.0	0	2.893458049521565e-12	6.190744595804245e-15
637	21.25	10.0	0	3.001437038499225e-12	4.964828142430907e-15
638	21.25	11.0	0	3.11508562549176e-12	4.219725609110945e-15
639	21.75	2.0	0	2.1810067857699e-12	2.880404765682818e-15
640	21.75	3.0	0	2.25505549264734e-12	3.698693792592704e-15
641	21.75	4.0	0	2.33193635289618e-12	1.811359267305084e-15
642	21.75	5.0	0	2.406334283729735e-12	2.853009458312642e-15
643	21.75	6.0	0	2.491604455833532e-12	4.353617366946112e-15
644	21.75	7.0	0	2.584089277394433e-12	2.314871054837485e-15
645	21.75	8.0	0	2.671950849990795e-12	5.849172595416576e-15
646	21.75	9.0	0	2.77672729655268e-12	2.920810935224095e-15
647	21.75	10.0	0	2.881046048081163e-12	5.9737350438436e-15
648	21.75	11.0	0	2.991242080052973e-12	3.489216816402248e-15
649	22.25	2.0	0	2.092807894579558e-12	2.280353588892445e-15
650	22.25	3.0	0	2.160746505042922e-12	1.384443918212472e-15
651	22.25	4.0	0	2.239079819472895e-12	3.27671572747823e-15
652	22.25	5.0	0	2.312002808219055e-12	5.236253990108784e-15
653	22.25	6.0	0	2.386195702260193e-12	1.953544405223439e-15
654	22.25	7.0	0	2.479779785592057e-12	4.19185952895009e-15
655	22.25	8.0	0	2.566454790428425e-12	5.834067571658065e-15
656	22.25	9.0	0	2.662369679103785e-12	5.627486956291214e-15
657	22.25	10.0	0	2.757394311254637e-12	2.060248468420341e-15
658	22.25	11.0	0	2.864610034237295e-12	3.66560549893431e-15
659	22.75	2.0	0	2.007991449055112e-12	2.874436572164108e-15
660	22.75	3.0	0	2.075604646286637e-12	5.16950239862523e-15
661	22.75	4.0	0	2.143594846652613e-12	3.335205928969289e-15
662	22.75	5.0	0	2.2208527100359e-12	5.508165929453669e-15
663	22.75	6.0	0	2.295537692378843e-12	1.771917241909875e-15
664	22.75	7.0	0	2.380436152620257e-12	4.50424617065182e-15
665	22.75	8.0	0	2.462292131425783e-12	2.348026943424658e-15
666	22.75	9.0	0	2.55588018321169e-12	4.669051168428896e-15
667	22.75	10.0	0	2.651150859513452e-12	3.895850649295645e-15
668	22.75	11.0	0	2.747553868036565e-12	5.703740130482576e-15
669	23.25	2.0	0	1.92833663942755e-12	2.783773634354507e-15
670	23.25	3.0	0	1.991357012508902e-12	3.290965633746252e-15
671	23.25	4.0	0	2.058460924804422e-12	4.186250120664469e-15
672	23.25	5.0	0	2.132305917707455e-12	3.253799625194194e-15
673	23.25	6.0	0	2.207400973635232e-12	4.608272447852888e-15
674	23.25	7.0	0	2.282929913872127e-12	1.694083200227171e-15
675	23.25	8.0	0	2.364920820115247e-12	2.078055741015089e-15
676	23.25	9.0	0	2.44960630665615e-12	2.915874602399192e-15
677	23.25	10.0	0	2.542640097693517e-12	4.400829523051164e-15
678	23.25	11.0	0	2.644737837773805e-12	7.53733161945725e-15
679	23.75	2.0	0	1.856190144856552e-12	3.683972888427391e-15
680	23.75	3.0	0	1.91196412084843e-12	4.424294532539369e-15
681	23.75	4.0	0	1.98022020763554e-12	3.130663962634211e-15
682	23.75	5.0	0	2.046869070533688e-12	2.353652244652461e-15
683	23.75	6.0	0	2.118676923692693e-12	6.153726470598092e-15
684	23.75	7.0	0	2.194996909102923e-12	2.22221037980402e-15
685	23.75	8.0	0	2.272982322394792e-12	2.882971324584262e-15
686	23.75	9.0	0	2.36050260794313e-12	6.493815182297983e-15
687	23.75	10.0	0	2.444956601331303e-12	3.738351428279488e-15
688	23.75	11.0	0	2.536073629064065e-12	4.389622581694324e-15
689	24.25	2.0	0	1.785502718556765e-12	3.204784484100519e-15
690	24.25	3.0	0	1.844578448315587e-12	5.716205682377477e-15
691	24.25	4.0	0	1.906402993910832e-12	5.745356671746612e-16
692	24.25	5.0	0	1.97159807980984e-12	3.011598122034646e-15
693	24.25	6.0	0	2.03665162418117e-12	5.011065351038037e-15
694	24.25	7.0	0	2.111955685355412e-12	5.701809075098363e-15
695	24.25	8.0	0	2.185401187217735e-12	4.192172596838739e-15
696	24.25	9.0	0	2.269837983971705e-12	1.98149661217694e-15
697	24.25	10.0	0	2.35124949592399e-12	4.649203580309249e-15
698	24.25	11.0	0	2.438323991801065e-12	2.706032613945745e-15
699	24.75	2.0	0	1.717931851501735e-12	3.781495047452003e-15
700	24.75	3.0	0	1.773635718138787e-12	1.409879108984752e-15
701	24.75	4.0	0	1.837980232053758e-12	7.405560109939354e-16
702	24.75	5.0	0	1.892841463614873e-12	1.238021981529685e-15
703	24.75	6.0	0	1.96297198353009e-12	4.079633669268013e-15
704	24.75	7.0	0	2.030339136610712e-12	3.471771772665581e-15
705	24.75	8.0	0	2.101341393598215e-12	1.826066464589991e-15
706	24.75	9.0	0	2.184233138909957e-12	3.878800480475905e-15
707	24.75	10.0	0	2.261378562761922e-12	2.852874112747209e-15
708	24.75	11.0	0	2.346931817921058e-12	5.861365677654145e-15
709	25.25	2.0	0	1.653067470106632e-12	2.759522246635439e-15
710	25.25	3.0	0	1.707186600760995e-12	3.223767302589799e-15
711	25.25	4.0	0	1.76420270286952e-12	2.209000997415994e-15
712	25.25	5.0	0	1.827888453412722e-12	2.396848904690869e-15
713	25.25	6.0	0	1.887837243061842e-12	1.713905968412312e-15
714	25.25	7.0	0	1.954504625412212e-12	6.14447909802687e-15
715	25.25	8.0	0	2.025767477548787e-12	4.289452899310479e-15
716	25.25	9.0	0	2.100929997195363e-12	3.318383845035567e-15
717	25.25	10.0	0	2.173388676818042e-12	2.172406587092651e-15
718	25.25	11.0	0	2.259623183255215e-12	9.354529428382943e-15
719	25.75	2.0	0	1.592073654225188e-12	4.208169162973591e-15
720	25.75	3.0	0	1.64293600692513e-12	3.454581733167071e-15
721	25.75	4.0	0	1.697920260561693e-12	3.7282293815088e-15
722	25.75	5.0	0	1.760846713563935e-12	2.682190902347614e-15
723	25.75	6.0	0	1.821253198246455e-12	2.630798262738232e-15
724	25.75	7.0	0	1.882899163409595e-12	4.269412854620759e-15
725	25.75	8.0	0	1.94631638189563e-12	3.43907820963075e-15
726	25.75	9.0	0	2.02317343142019e-12	5.453188341844566e-15
727	25.75	10.0	0	2.097589881705965e-12	2.840940095280151e-15
728	25.75	11.0	0	2.180682695356077e-12	6.313201423080354e-15
729	26.25	2.0	0	1.535045646754517e-12	7.586176061190454e-15
730	26.25	3.0	0	1.587609143422525e-12	1.569008643731364e-15
731	26.25	4.0	0	1.639822093316403e-12	2.038467283322401e-15
732	26.25	5.0	0	1.69799962964263e-12	3.294032186045215e-15
733	26.25	6.0	0	1.755411254337822e-12	6.783167265560852e-15
734	26.25	7.0	0	1.817918374029122e-12	2.077448807852181e-15
735	26.25	8.0	0	1.883503691242725e-12	2.127518554730704e-15
736	26.25	9.0	0	1.94924377816416e-12	1.210691920237173e-15
737	26.25	10.0	0	2.024246236830847e-12	1.550052991573977e-15
738	26.25	11.0	0	2.098148110908548e-12	1.938315568145528e-15
739	26.75	2.0	0	1.483742795655377e-12	5.591674477158351e-15
740	26.75	3.0	0	1.531026925623115e-12	3.177444486196664e-15
741	26.75	4.0	0	1.58128342767191e-12	5.483273695267338e-15
742	26.75	5.0	0	1.640442494965715e-12	6.210419313837422e-15
743	26.75	6.0	0	1.693718990544135e-12	3.820401944579211e-15
744	26.75	7.0	0	1.752049973760173e-12	2.788898197953887e-15
745	26.75	8.0	0	1.816096853621635e-12	3.59649802969765e-15
746	26.75	9.0	0	1.880277338102672e-12	3.128943823713427e-15
747	26.75	10.0	0	1.952176465704752e-12	1.863902062709994e-15
748	26.75	11.0	0	2.023932728961145e-12	6.087056015061507e-15
749	27.25	2.0	0	1.431922722712138e-12	3.508969546506364e-15
750	27.25	3.0	0	1.480068007208033e-12	6.854512286934656e-16
751	27.25	4.0	0	1.527209272830085e-12	4.496969083838051e-15
752	27.25	5.0	0	1.58173715425126e-12	5.721168393778856e-15
753	27.25	6.0	0	1.632243668905008e-12	3.104452945304167e-15
